20190826,09:15,1523.05,1523.05,1491.05,1491.05,5601,247200
20190826,09:16,1486.00,1492.35,1486.00,1490.45,3600,247200
20190826,09:17,1489.25,1490.00,1486.75,1486.75,5200,248400
20190826,09:18,1485.80,1485.80,1480.80,1480.80,2000,248400
20190826,09:19,1480.80,1480.80,1480.00,1480.00,1600,248400
20190826,09:20,1480.00,1491.40,1480.00,1491.40,4400,248400
20190826,09:21,1493.00,1493.00,1490.55,1490.55,1200,248400
20190826,09:22,1483.40,1484.25,1483.40,1484.25,800,248400
20190826,09:23,1484.85,1490.85,1484.40,1490.85,2800,247600
20190826,09:24,1490.85,1494.70,1490.85,1494.60,2400,247600
20190826,09:25,1491.70,1491.70,1489.70,1489.70,1600,247600
20190826,09:26,1486.60,1490.10,1486.60,1488.10,2000,248400
20190826,09:27,1488.10,1488.10,1488.05,1488.05,1200,248400
20190826,09:28,1488.70,1489.95,1487.15,1488.55,2800,248400
20190826,09:29,1488.55,1488.55,1482.55,1482.55,1600,249600
20190826,09:30,1482.55,1482.55,1482.55,1482.55,400,249600
20190826,09:31,1482.00,1482.65,1481.55,1481.55,1200,249600
20190826,09:32,1481.20,1481.20,1477.25,1477.25,2400,249600
20190826,09:33,1478.00,1478.00,1478.00,1478.00,800,249600
20190826,09:34,1480.00,1480.00,1480.00,1480.00,400,249600
20190826,09:36,1480.00,1480.00,1480.00,1480.00,400,251600
20190826,09:37,1477.30,1477.30,1477.30,1477.30,400,251600
20190826,09:38,1475.90,1475.90,1474.40,1474.40,1200,251600
20190826,09:39,1474.40,1475.00,1474.40,1475.00,4000,251600
20190826,09:40,1470.20,1470.20,1464.65,1466.50,5600,251600
20190826,09:41,1468.50,1468.60,1468.00,1468.00,1200,255200
20190826,09:42,1468.00,1468.00,1468.00,1468.00,800,255200
20190826,09:44,1466.95,1467.00,1466.00,1466.00,8800,256400
20190826,09:45,1463.70,1463.70,1462.40,1462.40,2000,256400
20190826,09:46,1461.15,1461.20,1461.00,1461.20,2000,256400
20190826,09:47,1458.00,1458.00,1458.00,1458.00,2400,261600
20190826,09:48,1458.00,1458.50,1455.35,1458.50,5200,261600
20190826,09:49,1458.50,1458.50,1458.50,1458.50,400,261600
20190826,09:50,1458.00,1459.30,1458.00,1459.30,1600,263600
20190826,09:51,1462.55,1464.30,1462.55,1464.30,1200,263600
20190826,09:52,1464.30,1464.30,1464.30,1464.30,400,263600
20190826,09:53,1463.35,1463.35,1463.35,1463.35,400,263600
20190826,09:54,1464.15,1464.15,1460.00,1460.00,800,263200
20190826,09:55,1460.00,1460.00,1460.00,1460.00,400,263200
20190826,09:57,1458.70,1458.70,1458.10,1458.10,800,263600
20190826,09:58,1458.10,1458.10,1458.10,1458.10,1200,263600
20190826,09:59,1456.00,1456.75,1455.00,1455.00,2000,262800
20190826,10:00,1453.00,1455.80,1453.00,1455.80,3600,262800
20190826,10:01,1455.80,1455.80,1453.30,1455.00,8000,262800
20190826,10:02,1453.00,1454.65,1453.00,1454.65,1600,270800
20190826,10:03,1451.50,1451.50,1450.00,1450.00,4000,270800
20190826,10:04,1450.00,1451.55,1449.70,1450.10,4000,270800
20190826,10:05,1454.85,1454.85,1453.65,1453.65,800,275200
20190826,10:06,1451.60,1455.00,1451.60,1454.25,3200,275200
20190826,10:07,1454.35,1454.35,1452.40,1452.40,2000,275200
20190826,10:08,1453.65,1454.25,1453.50,1453.50,1600,276800
20190826,10:09,1454.80,1454.80,1450.00,1450.00,6000,276800
20190826,10:10,1449.75,1451.60,1449.75,1451.60,1600,276800
20190826,10:11,1451.10,1451.75,1450.60,1451.75,1600,283600
20190826,10:12,1453.80,1453.90,1453.20,1453.20,3200,283600
20190826,10:13,1459.25,1462.00,1459.25,1462.00,3200,283600
20190826,10:14,1460.10,1460.10,1458.70,1459.55,3600,287600
20190826,10:16,1462.80,1464.15,1462.80,1464.15,2400,287600
20190826,10:17,1463.40,1465.70,1463.40,1465.70,7200,290800
20190826,10:18,1466.25,1467.65,1464.35,1464.35,3600,290800
20190826,10:19,1466.65,1466.65,1465.35,1465.35,2000,290800
20190826,10:20,1465.05,1465.05,1465.05,1465.05,400,290800
20190826,10:21,1465.75,1465.75,1465.75,1465.75,400,293600
20190826,10:22,1462.85,1463.00,1462.35,1463.00,2800,293600
20190826,10:23,1464.00,1464.00,1463.65,1463.65,800,294800
20190826,10:24,1463.65,1463.65,1461.05,1461.05,1200,294800
20190826,10:25,1461.55,1464.65,1461.55,1463.30,4400,294800
20190826,10:26,1464.35,1467.35,1463.85,1466.80,2400,296800
